station_uuid	station_name	call_sign	station_id	category_id	format_id	organization_id	band_id	geo_position	date_acquired	date_disposed	has_jump2go	is_searchable	frequency	website	slug	phonetic_name	slogan	description	date_created	date_modified	site_slug	seo_description	status	is_explicit	publish_state_id	search_language	language	image_url
c574e1ec-18fb-445d-a854-ed1e7b362367	News Talk 940	WMACAM	4048	2	46	200	705	(0,0)	1000-01-01	1000-01-01	f	t	940	http://www.wmac-am.com	newstalk940	News Talk 940 on Audacy	Macon's News & Talk	Macon's News & Talk	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	newstalk940	Macon's News & Talk! Listen to News Talk 940 here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WMAC-AM_Logo.jpg
c44f2a31-968a-42eb-ba5f-21f76c865475	News/Talk 989 WORD	WYRDFM	997	2	51	1	710	(0,0)	1000-01-01	1000-01-01	f	t	98.9	https://www.audacy.com/989word	989word	nine eight nine W O R D	News/Talk, Ninety Eight Nine, W-O-R-D. The Voice of the Carolinas..	NEWS/TALK 989 WORD-The Voice of the Carolinas.  100,000 watts of 24/7 breaking news and weather. Plus, stimulating talk from hosts Tara Servatius, Bill Frady and Charlie James.  Find us on 98.9 on the fm dial. Listen for free on Audacy.	2021-04-21 19:48:54.666352+00	2023-08-30 18:15:31.972077+00	989word	The Voice of the Carolinas! Listen to 98.9 WORD here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/logos/WYRDFM.jpg
438bd274-8086-4c67-9a63-1fd407a0fb4b	KIDO Talk Radio	KIDOAM	4453	2	48	893	705	(43.55972222,-116.4013889)	1000-01-01	1000-01-01	f	f	580	kidotalkradio.com	tsm-kido580	Kay eye dee oh talk radio	KIDO Talk Radio	Idaho’s Talk Radio Station	2023-02-01 16:42:01.759917+00	2023-08-30 18:15:31.972077+00	tsm-kido580	Idaho’s Talk Radio Station	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KIDOAM_wideorbitbg.jpg
7256894a-8ff2-46b5-9d2a-8d0459068488	94 KIX Country	KKXKFM	4598	1	21	893	710	(38.33777778,-107.6402778)	1000-01-01	1000-01-01	f	f	94.1	http://94kix.com	tsm-kkxkfm	kicks country	Today's Country for Montrose, CO	94 KIX Country - Today's Country for Montrose, CO	2023-02-07 09:09:20.852879+00	2023-08-30 18:15:31.972077+00	tsm-kkxkfm	94 KIX Country - Today's Country for Montrose, CO	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KKXKFM_wideorbitbg.jpg
b5f6ab62-e2fd-4164-a7a0-ef448e768731	98.3 The Snake	KSNQFM	4740	1	19	893	710	(42.72833333,-114.4141667)	1000-01-01	1000-01-01	f	f	98.3	http://983thesnake.com	tsm-thesnake983	Ninety Eight Three The Snake	Twin Falls Classic Rock	98.3 The Snake plays Twin Falls Classic Rock	2023-02-09 12:36:01.149336+00	2023-08-30 18:15:31.972077+00	tsm-thesnake983	98.3 The Snake plays Twin Falls Classic Rock	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KSNQFM_wideorbitbg.jpg
d4a5d3b7-9f5c-435c-8b8d-430e0a9bb504	Bloom	BLOOM	7685	1	54	1	(null)	(0,0)	1000-01-01	1000-01-01	f	t	~^~	https://www.audacy.com/stations	bloom	~^~	Hear what’s blossoming	A bright, poppy playlist, seeded with blossoming artists and new music, guaranteed to grow on you. Hear what’s blossoming from Quinn XCII, Tate McRae, NOTD, Bea Miller, Jeremy Zucker, iann dior, The Band Camino and many more.	2023-03-08 15:36:47.754728+00	2023-08-30 18:15:31.972077+00	bloom	A bright, poppy playlist, seeded with blossoming artists and new music, guaranteed to grow on you. Hear what’s blossoming from Quinn XCII, Tate McRae, NOTD, Bea Miller, Jeremy Zucker, iann dior, The Band Camino and many more.	t	t	910	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/bloom-1678289755641.jpg
28f7e031-86ec-45c4-b47a-6685d1d3f47c	Pop Goes Love	POPGOESLOVE	7326	1	54	1	(null)	(0,0)	1000-01-01	1000-01-01	f	t	~^~	https://www.audacy.com/stations	popgoeslove	~^~	Valentine's Day, every day	"The greatest love songs ever to ""pop"" up on your playlist. Audacy's Pop Goes Love brings you current favorites from artists like Ed Sheeran, Rihanna, Justin Bieber, Shawn Mendes and more. It's like Valentine's Day all year round, so grab a loved one and feel the love."	2021-06-17 19:06:51.098722+00	2023-10-12 12:49:19.746316+00	popgoeslove	Valentine's Day, every day! Listen to Pop Goes Love, the greatest love songs ever to Pop on your playlist. LISTEN LIVE for FREE on Audacy.	t	f	910	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/popgoeslove-1697114950025.jpg
fb0683fb-1756-4559-8cc2-7d01b7b2fa20	HotStreetzRadio	HOTSTREETZRADIO	4860	1	33	8	(null)	(0,0)	1000-01-01	1000-01-01	f	t	~^~	www.hotstreetzradio.com	hotstreetzradio	hot streets radio	Your #1 Station for Hip-Hop, R&B and Independent Artists.	Your #1 Station for Hip-Hop, R&B and Independent Artists.	2023-07-03 21:31:53.343039+00	2023-08-30 18:15:31.972077+00	hotstreetzradio	(null)	t	f	910	en	en	https://images.radio.com/independent/logos/HotStreetzRadio.jpg
705f0fbe-1721-40a2-9da4-d1f4f1b8392f	Notre Dame Men’s Basketball	NOTREDAMEMBB	3384	4	74	1	710	(0,0)	1000-01-01	1000-01-01	f	t	~^~	https://und.com/sports/mbball/schedule/season/2019-20/	notredamemensbasketball	~^~	~^~	Notre Dame Men's Basketball is streaming exclusively all season on Audacy - the only place to hear Fighting Irish Basketball online.	2021-04-21 19:48:54.666352+00	2023-08-30 18:15:31.972077+00	notredamemensbasketball	Notre Dame Men's Basketball is streaming exclusively all season on Audacy - the only place to hear Fighting Irish Basketball online. LISTEN LIVE on Audacy.	t	f	910	en	en	https://images.radio.com/logos/NotreDame.png
c9d7b93e-c632-48d8-92ae-c0c6410f3fb7	Inside Edition	INSIDEEDITION	4993	2	48	1059	(null)	(0,0)	1000-01-01	1000-01-01	f	f	~^~	https://www.cbsnews.com/live/inside-edition/	insideedition	Inside Edition	~^~	The Inside Edition stream is the 24/7 stream featuring television's longest-running, top-rated, and most-honored syndicated newsmagazine. It features True Crime stories, Caught on Camera videos, animal tales and travel content, as well as the unique takes on the stories of the day.	2024-01-04 22:17:36.024409+00	2024-01-04 22:17:36.449501+00	insideedition	The Inside Edition stream is the 24/7 stream featuring television's longest-running, top-rated, and most-honored syndicated newsmagazine. It features True Crime stories, Caught on Camera videos, animal tales and travel content, as well as the unique takes on the stories of the day. Listen to Inside Edition here and get all your favorite radio stations and podcasts on the go with the Audacy app.	f	f	908	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/Inside_Edition_Banner_1400x1400-1704406596251.jpg
c20af220-8fae-4f1f-bbec-7c7f5f37906f	101.5 WQUT	WQUTFM	4175	1	19	200	710	(0,0)	1000-01-01	1000-01-01	f	t	101.5	http://www.wqut.com	1015wqut	101.5 WQUT on Audacy	Tri-Cities Classic Rock	Tri-Cities Classic Rock	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	1015wqut	Tri-Cities Classic Rock! Listen to 101.5 WQUT here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/WQUTFM-1670433380244.png
3d4c60a5-ab2c-4a84-a475-87e5fd6c4fa1	Fun in the Sun Country	FUNINTHESUNCOUNTRY	7293	1	21	1	(null)	(0,0)	1000-01-01	1000-01-01	f	t	~^~	https://www.audacy.com/stations	funinthesuncountry	~^~	Beachside Country	Audacy's 'Fun In The Sun Country' is where the music meets the water with all the Country songs you need for a day of fun in the sun. Featuring classics and hits from Jimmy Buffett, Jake Owen, Uncle Kracker, Drew Baldridge, Zac Brown Band, and many more!	2021-06-17 19:06:51.098722+00	2023-10-12 12:49:59.832651+00	funinthesuncountry	This station is where the music meets the water with all the songs you need for a day of fun in the sun - Jimmy Buffett, Jake Owen, Uncle Kracker.	t	f	910	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/funinthesuncountry-1697114993540.jpg
1fa4428d-7004-476b-9f19-cedc72190a85	Power 105.5	KFXDFM	4454	1	36	893	705	(43.61565781,-116.1170731)	1000-01-01	1000-01-01	f	f	630	powerboise.com	tsm-thefan630	power one oh five five	Boise's #1 for Hip Hop	Boise’s Hip Hop and R&B	2023-02-01 16:46:18.10405+00	2023-08-30 18:15:31.972077+00	tsm-thefan630	Boise’s Hip Hop and R&B	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KFXDFM_wideorbitbg.jpg
fea7abed-f6cf-43e5-9efe-f299a0a63843	Mendocino High School's KAKX 89.3FM	KAKXFM	4792	1	72	8	710	(39.30719797054775,-123.80062094824329)	1000-01-01	1000-01-01	f	t	89.3	https://www.kakx.fm/	kakxfm	Mendocino High School's K A K X Eighty-Nine Point Three	Student Powered Radio	Student Powered Radio	2023-03-28 15:56:53.198284+00	2023-08-30 18:15:31.972077+00	kakxfm	(null)	t	f	910	en	en	https://images.radio.com/independent/logos/KAKXFM.jpg
a060e572-612c-452c-acba-c828563c2d29	Z100 Classic Rock	KZOQFM	4599	1	19	893	710	(46.8025,-113.9733333)	1000-01-01	1000-01-01	f	f	100.1	http://z100missoula.com	tsm-kzoqfm	z. one hundred	Missoula's Only Classic Rock	Z100 Classic Rock - Missoula's Only Classic Rock	2023-02-07 09:16:38.077948+00	2023-08-30 18:15:31.972077+00	tsm-kzoqfm	Z100 Classic Rock - Missoula's Only Classic Rock	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KZOQFM_wideorbitbg.jpg
6ad57334-5b12-40a5-90c4-102b3c0af5e3	Hip-Hop Made: 2020 - The Future	HIPHOPMADE2020THEFUTURE	7673	1	33	1	(null)	(0,0)	1000-01-01	1000-01-01	f	t	~^~	https://www.audacy.com/stations	hiphopmade2020thefuture	~^~	The future of hip-hop	The first 50 years of hip-hop laid the groundwork for the future. Press play to hear what’s going on in hip-hop right now, and what the future holds. Artists like Vince Staples, YG, Fivio Foreign, Megan Thee Stallion, Kendrick Lamar and more, all here with the fire.	2023-01-24 21:38:46.418726+00	2023-08-30 18:15:31.972077+00	hiphopmade2020thefuture	The first 50 years of hip-hop laid the groundwork for the future. Press play to hear what’s going on in hip-hop right now, and what the future holds. Artists like Vince Staples, YG, Fivio Foreign, Megan Thee Stallion, Kendrick Lamar and more, all here with the fire.	t	t	910	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/hhm2020-thefuture-1674664238528-1688999191956.png
a04ccb6e-7eea-486a-892d-27c078f6fc01	The All-New 107-3 KISS-FM	KISXFM	4741	1	33	893	710	(32.28888889,-95.19916667)	1000-01-01	1000-01-01	f	f	107.3	http://1073kissfmtexas.com	tsm-hot1073jamz	one oh seven three kiss f. m.	#1 for R&B	The All-New 107-3 KISS-FM... Today’s R&B and Throwbacks.	2023-02-09 12:39:43.317484+00	2023-08-30 18:15:31.972077+00	tsm-hot1073jamz	The All-New 107-3 KISS-FM... Today’s R&B and Throwbacks.	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KISXFM_wideorbitbg.jpg
bb5b4f88-344b-4f23-866e-78aaf93d5cf2	All The Hits B95.1	WMGBFM	4049	1	54	200	710	(0,0)	1000-01-01	1000-01-01	f	t	95.1	http://www.allthehitsb951.com	allthehitsb951	All The Hits B95.1 on Audacy	All The Hits!	All the Hits for Macon	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	allthehitsb951	All the Hits for Macon! Listen to All The Hits B95.1 here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WMGB-FM_Logo.jpg
fe50468a-b978-40fe-955c-be665ccaff29	Z93.7	WPEZFM	4050	1	5	200	710	(0,0)	1000-01-01	1000-01-01	f	t	93.7	http://www.z937.com	z937	Z93.7 on Audacy	Today's Lite Rock	Today's Lite Rock	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	z937	Today's Lite Rock! Listen to Z93.7 here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WPEZ-FM_Logo.jpg
0c68d9b5-d3d8-43e4-8fd4-74e4e3bc104f	WA1A	WAOAFM	4051	1	54	200	710	(0,0)	1000-01-01	1000-01-01	f	t	107.1	http://www.wa1a.com	wa1a	WA1A on Audacy	The Space Coast's #1 Hit Music	Space Coast's Number 1 Hit Music Station!	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	wa1a	Space Coast's Number 1 Hit Music Station! Listen to WA1A here and get WAOA-FM and all your favorite radio stations on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WAOA-FM_Logo.jpg
1da8dd14-72c5-494f-a537-3d9c34f79821	102.7 The Hit Kicker	WHKRFM	4052	1	21	200	710	(0,0)	1000-01-01	1000-01-01	f	t	102.7	http://www.thehitkicker.com	1027thehitkicker	102.7 The Hit Kicker on Audacy	Today's Best Country	Country for Life in Brevard's Country	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	1027thehitkicker	Country for Life in Brevard's Country! Listen to 102.7 The Hit Kicker here and get all your favorite radio stations on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WHKR-FM_Logo.jpg
54fab69b-882b-4086-bc92-90f5c23d161a	95.9 The Rock	WROKFM	4054	1	19	200	710	(0,0)	1000-01-01	1000-01-01	f	t	95.9	http://www.959therocket.com	959therock	95.9 The Rock on Audacy	Brevard's Classic Rock	The Space Coast's Classic Rock Station	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	959therock	The Space Coast's Classic Rock Station. Listen to 95.9 The Rock here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WROK-FM_Logo.jpg
e19bf01f-27fb-4ca2-8240-293431fc18a4	Kix 106	WGKXFM	4055	1	21	200	710	(0,0)	1000-01-01	1000-01-01	f	t	105.9	http://www.kix106.com	kix106	Kix 106 on Audacy	Today's Best Country	Today's Best Country - Memphis	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	kix106	Today's Best Country - Memphis! Listen to Kix 106 here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WGKX-FM_Logo.jpg
a48d903d-10aa-411e-8cdd-0533a0322074	News Talk 98.9 	WKIMFM	4056	2	46	200	710	(0,0)	1000-01-01	1000-01-01	f	t	98.9	https://www.newstalk989.com/	newstalk989	News Talk 98.9  on Audacy	The Roar of Memphis	The Roar of Memphis	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	newstalk989	The Roar of Memphis! Listen to News Talk 98.9 here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WKIM-FM_Logo.jpg
2beb545d-64a4-4d2b-9cd0-413b2a88aca7	103.5 WRBO	WRBOFM	4057	1	8	200	710	(0,0)	1000-01-01	1000-01-01	f	t	103.5	http://www.1035wrbo.com/	1035wrbo	103.5 WRBO on Audacy	Soul Classics and Today's R&B	Best Mix of R&B in Memphis	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	1035wrbo	Best Mix of R&B in Memphis! Listen to 103.5 WRBO here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WRBO-FM_Logo.jpg
62a91a68-9b80-4156-b4cf-280c0781a1e9	98.1 The Max	WXMXFM	4058	1	19	200	710	(0,0)	1000-01-01	1000-01-01	f	t	98.1	http://www.981themax.com	981themax	98.1 The Max on Audacy	Maximum Rock for Memphis	Maximum Rock for Memphis	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	981themax	Maximum Rock for Memphis! Listen to 98.1 The Max here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/WXMX-FM_Logo.jpg
2e5bdf33-7467-4c4f-b3d7-f587e99bd374	92 KQRS	KQRSFM	4059	1	19	200	710	(0,0)	1000-01-01	1000-01-01	f	t	92.5	http://www.92kqrs.com	92kqrs	92 KQRS on Audacy	Minnesota's Classic Rock	Minnesota's Classic Rock	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	92kqrs	Minnesota's Classic Rock! Listen to 92 KQRS here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/KQRS-FM_Logo.jpg
8719637f-ef03-4ca9-bbe8-008ed33ed173	93x	KXXRFM	4060	1	64	200	710	(0,0)	1000-01-01	1000-01-01	f	t	93.7	http://www.93x.com	93x	93x on Audacy	Minnesota's ROCK Station	Minnesota's ROCK Station	2021-09-21 18:21:37.986322+00	2023-08-30 18:15:31.972077+00	93x	Minnesota's ROCK Station! Listen to 93x here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/cumulus/logos/KXXR-FM_Logo.jpg
959ef42d-d20d-47f2-8274-600361f50879	Notre Dame Women's Basketball	NOTREDAMEWBB	3385	4	74	1	710	(0,0)	1000-01-01	1000-01-01	f	t	~^~	https://und.com/sports/wbball/schedule/	notredamewomensbasketball	~^~	~^~	Notre Dame Women's Basketball is streaming exclusively all season on Audacy - the only place to hear Fighting Irish Basketball online.	2021-04-21 19:48:54.666352+00	2023-08-30 18:15:31.972077+00	notredamewomensbasketball	Notre Dame Women's Basketball is streaming exclusively all season on Audacy - the only place to hear Fighting Irish Basketball online. LISTEN LIVE on Audacy.	t	f	910	en	en	https://images.radio.com/logos/NotreDame.png
e4c98b3c-c0c3-4c9c-8f5c-80b7057ef7cc	La Mega 92.9fm	WLEVHD2	4994	1	43	8	720	(40.33734100401916,-75.9218711101358)	1000-01-01	1000-01-01	f	t	92.9	TuMusicaPa.com	lamega929fm	la mega ninety two point nine f m	La Mega! Con Toda Tu Musica	La Mega! Con Toda Tu Musica	2024-01-10 18:37:20.945411+00	2024-01-10 18:42:51.790279+00	lamega929fm	(null)	t	f	910	es	es	https://images.radio.com/independent/logos/WLEVHD2.jpg
9fcc6186-7d84-47fc-be9d-ddffa0a9f26a	Sports 1140 KHTK AM	KHTKAM	1180	4	74	70	705	(0,0)	1000-01-01	1000-01-01	f	t	1140	https://khtk.com/	sports1140khtk	k. h. t. k.	Your Home of The Kings	Live local sports talk that is also the home of the Sacramento Kings, Oakland A’s, NFL, UC Davis, San Jose Sharks and Sacramento Republic.	2021-04-21 19:48:54.666352+00	2023-08-30 18:15:31.972077+00	sports1140khtk	Live local sports talk that is also the home of the Sacramento Kings, Oakland A’s, NFL, UC Davis, San Jose Sharks and Sacramento Republic. LISTEN on Audacy.	t	f	910	en	en	https://images.radio.com/logos/KHTKAM.jpg
f73cd675-9f5e-4691-9742-94cbb2194388	Oldies 93	WPAWHD2	4392	1	17	1	720	(36.0726,-79.792)	1000-01-01	1000-01-01	f	f	93.1	https://www.audacy.com/	oldies93	Oldies Ninety Three	The Greatest Hits of All Time	Carolina's home for the 60s, 70s, and 80s!	2022-12-08 16:01:28.898854+00	2023-11-27 20:15:46.668642+00	oldies93	Carolina's home for the 60s, 70s, and 80s!	f	f	911	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/WPAWHD2-1670515175462.png
42618070-f961-4895-b61c-2f908a3e7125	MIX 106	KCIXFM	4455	1	5	893	710	(43.755,-116.0986111)	1000-01-01	1000-01-01	f	f	105.9	mix106radio.com	tsm-mix106radio	MIX One Oh Six	Boise's Best Mix from 2K to Today	Today’s Best Mix	2023-02-01 16:50:17.288224+00	2023-08-30 18:15:31.972077+00	tsm-mix106radio	Today’s Best Mix	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KCIXFM_wideorbitbg.jpg
82af8a29-e752-437c-b22b-c591f38a9751	94.9 KYSS FM	KYSSFM	4600	1	21	893	710	(47.0325,-113.9925)	1000-01-01	1000-01-01	f	f	94.9	http://kyssfm.com	tsm-kyss949	ninety four nine kiss eff em	Montana's Country Leader	94.9 KYSS FM is Montana’s country music leader.	2023-02-07 09:21:19.324214+00	2023-08-30 18:15:31.972077+00	tsm-kyss949	94.9 KYSS FM is Montana’s country music leader.	f	f	909	en	en	https://images.radio.com/townsquaremedia/logos/KYSSFM_wideorbitbg.jpg
2034ece5-3a74-460f-9b21-07e93f1e7c6b	AM 1310 THE LIGHT 92.7 FM	WTLCAM	3783	1	15	332	710	(0,0)	1000-01-01	1000-01-01	f	t	1310 / 92.7	https://praiseindy.com/	am1310thelight	AM 1310 THE LIGHT 92.7 FM on Audacy	Indy's Inspiration Station	Indy's Inspiration Station	2021-07-27 16:19:33.443593+00	2023-08-30 18:15:31.972077+00	am1310thelight	Indy's Inspiration Station! Listen to AM 1310 THE LIGHT 92.7 FM here and get all your favorite radio stations and podcasts on the go with the Audacy app.	t	f	910	en	en	https://images.radio.com/aud-opsconsole-media-images-prod-prod/Praise-1689190088785.png
