DATE_OF_SCORE	PROPERTY_TYPE	CONTENTDATA_PROPERTY_TYPE_ID	APS_RAW_SCORE	PROPERTY_NAME
2024-04-06	BROADCAST	301-13554	0.2767183039	Andrew Fillipponi
2024-04-06	BROADCAST	301-17635	0.2756261324	Countdown to Kickoff
2024-04-06	BROADCAST	301-15018	0.2752239662	Brooke and Jeffrey
2024-04-06	BROADCAST	301-18384	0.2746625648	Smart Investing with Brent & Chase Wilsey
2024-04-06	BROADCAST	301-20699	0.2745278282	DeWitt & Dunn
2024-04-06	BROADCAST	301-24004	0.273935802	Big Game Preview Show
2024-04-06	BROADCAST	301-22613	0.2735070918	The Break Room Bonus
2024-04-06	BROADCAST	301-22154	0.271588088	Marc Ryan Show
2024-04-06	BROADCAST	301-479	0.2707776074	Reggae Riddims
2024-04-06	BROADCAST	301-19585	0.270016119	KMOX Rewind
2024-04-06	BROADCAST	301-21583	0.2699038349	LSU Sixty
2024-04-06	BROADCAST	301-18711	0.269785426	Talking Terps with Coach Locks
2024-04-06	BROADCAST	301-23040	0.2696772248	College Football on Westwood One
2024-04-06	BROADCAST	301-13928	0.2691852142	Murphy Huston
2024-04-06	BROADCAST	301-20898	0.268160357	MY SO CALLED 90s
2024-04-06	BROADCAST	301-20527	0.2681378999	NJ Diet | 1210WPHT
2024-04-06	BROADCAST	301-22398	0.2672334878	On the Money with Jay Dorso
2024-04-06	BROADCAST	301-21623	0.265847256	That Betting Show
2024-04-06	BROADCAST	301-14822	0.2656206396	Pelos Parados
2024-04-06	BROADCAST	301-21020	0.2653715652	Wake Up America Weekend
2024-04-06	BROADCAST	301-23866	0.2650653256	LSU vs. Wisconsin
2024-04-06	BROADCAST	301-17706	0.2650285768	Da-Da Lewis
2024-04-06	BROADCAST	301-16740	0.263993482	No-Larry & The Morning Maddhouse
2024-04-06	BROADCAST	301-22428	0.2639832739	Best of The Big K Morning Show
2024-04-06	BROADCAST	301-22639	0.2638975261	Tom Kelly and Devan Kaney
2024-04-06	BROADCAST	301-22652	0.2631339597	CBS Special
2024-04-06	BROADCAST	301-12527	0.2629114222	Retro Pop Reunion
2024-04-06	BROADCAST	301-21729	0.2627195089	Take Command Pregame Show
2024-04-06	BROADCAST	301-23213	0.2621131428	Alabama @ Texas A/M (Compass Media Network)
2024-04-06	BROADCAST	301-18483	0.2608779446	Asset Preservation Hour with Stewart Willis
2024-04-06	BROADCAST	301-18418	0.2607779033	Car Pro Show
2024-04-06	BROADCAST	301-18058	0.26076157	Bob Rose Rewind
2024-04-06	BROADCAST	301-18262	0.2587627708	Saturday Evening Rock Show with Skip Weber
2024-04-06	BROADCAST	301-23043	0.2584034332	Freddie and Harry
2024-04-06	BROADCAST	301-17006	0.2576847553	Community Focus with Renee Vaughn
2024-04-06	BROADCAST	301-23976	0.2574458757	¡Mas Música!
2024-04-06	BROADCAST	301-23064	0.2567067758	Retirement Wars!
2024-04-06	BROADCAST	301-20488	0.256200429	Dr. Chufo's Weight Loss and Wellness
2024-04-06	BROADCAST	301-14207	0.2561391772	Fingers
2024-04-06	BROADCAST	301-18250	0.2559207124	KFTK Programming - Sunday
2024-04-06	BROADCAST	301-21507	0.2557614575	Ducks Roundtable
2024-04-06	BROADCAST	301-19238	0.2554817401	NFL Draft Special
2024-04-06	BROADCAST	301-17681	0.2541913578	Beau Johnson
2024-04-06	BROADCAST	301-12254	0.2536890856	House of Hair with Dee Snider
2024-04-06	BROADCAST	301-22374	0.2513287914	Fitz and Harry
2024-04-06	BROADCAST	301-12084	0.2511225701	Tony Guess' Sunday School
2024-04-06	BROADCAST	301-19357	0.2510061876	Colin Russo
2024-04-06	BROADCAST	301-18409	0.2506815413	Super Bowl Preview on Westwood One
2024-04-06	BROADCAST	301-19575	0.2502119259	Moore Retirement Income
2024-04-06	BROADCAST	301-17665	0.2495217926	Atlanta Up Close
2024-04-06	BROADCAST	301-19574	0.2482905703	Woodruff Road Presbyterian Church
2024-04-06	BROADCAST	301-23957	0.2477903195	Know Your Risk Radio Show
2024-04-06	BROADCAST	301-17866	0.2477208968	Early Odds with Joe Ostrowski
2024-04-06	BROADCAST	301-21997	0.2461588771	St. Jude Radiothon
2024-04-06	BROADCAST	301-21347	0.2455116038	KDKA Kickoff
2024-04-06	BROADCAST	301-23243	0.2454523894	Puro Tejano Puro Cowboys con Jonny Ramirez and Bo Leo
2024-04-06	BROADCAST	301-21459	0.2454360544	Furman University Football: Furman vs Montana
2024-04-06	BROADCAST	301-13124	0.2444886203	Money Matters with Ken Moraif
2024-04-06	BROADCAST	301-22227	0.2440659483	FM 101.9 More Music Mornings
2024-04-06	BROADCAST	301-21359	0.2439148479	Metropolitan Windows
2024-04-06	BROADCAST	301-21574	0.2433574085	Ramirez & Hoge
2024-04-06	BROADCAST	301-23630	0.2426080268	En este Pais con Lourdes Ubieta
2024-04-06	BROADCAST	301-20503	0.2423711642	The Takeout with Major Garrett
2024-04-06	BROADCAST	301-20698	0.2417606287	McClure Capital-Common Sense Investing
2024-04-06	BROADCAST	301-12744	0.2417402094	Ryan Anderson
2024-04-06	BROADCAST	301-23137	0.2414277939	WEEI Network
2024-04-06	BROADCAST	301-19921	0.2403986556	Down The Line with Cody Decker
2024-04-06	BROADCAST	301-21761	0.2400658176	Ellen Perez
2024-04-06	BROADCAST	301-24131	0.2389937882	Coastal Athletic Association Championship Game
2024-04-06	BROADCAST	301-14691	0.2382157962	Music and the Spoken Word
2024-04-06	BROADCAST	301-21482	0.2381769986	DLC Radio - Dollar Loan Center
2024-04-06	BROADCAST	301-21863	0.2376869226	Furman Paladins Basketball
2024-04-06	BROADCAST	301-22346	0.2373622463	PNC C-Speak
2024-04-06	BROADCAST	301-23084	0.237174383	Travis Moore
2024-04-06	BROADCAST	301-23166	0.237168257	Mark & Kichen
2024-04-06	BROADCAST	301-1969	0.2369007555	K-Frog's Spirit of the IE
2024-04-06	BROADCAST	301-16642	0.2367128916	Jessie Roberts
2024-04-06	BROADCAST	301-18214	0.2361717604	America's First News with Gordon Deal
2024-04-06	BROADCAST	301-21617	0.2353427027	WBEE Public Service
2024-04-06	BROADCAST	301-21005	0.235275316	Chris Plante The Right Squad
2024-04-06	BROADCAST	301-22585	0.2346422881	Chelsea Lyons
2024-04-06	BROADCAST	301-20559	0.233374182	Washington Nationals Baseball (On-Air Only)
2024-04-06	BROADCAST	301-20975	0.2330331596	Into The Music with Al Neff
2024-04-06	BROADCAST	301-22757	0.2322347148	Bobby Belt and Bryan Broaddus
2024-04-06	BROADCAST	301-19780	0.2319447414	Nats Spring Training Live
2024-04-06	BROADCAST	301-21456	0.2315159065	Q100.5 Saturday Night House Party
2024-04-06	BROADCAST	301-21971	0.2314035924	Buffalo Bandits Lacrosse
2024-04-06	BROADCAST	301-24079	0.2309277879	The Fan Evening Shift
2024-04-06	BROADCAST	301-23970	0.2304928237	Brian Kilmeade Live From New Hampshire
2024-04-06	BROADCAST	301-21451	0.2296657754	Crook and Chase
2024-04-06	BROADCAST	301-13889	0.228995965	Matt Peterson
2024-04-06	BROADCAST	301-16643	0.2287019009	Allie
2024-04-06	BROADCAST	301-21341	0.2286202163	Gregg Caserta
2024-04-06	BROADCAST	301-21620	0.2275338069	The Nate Taylor Show
2024-04-06	BROADCAST	301-1820	0.2269191243	Top 30 Countdown with Carson Daly
2024-04-06	BROADCAST	301-24073	0.2267475845	Hart & Kadlick
2024-04-06	BROADCAST	301-19968	0.2265454124	Regenexx Of Pittsburgh
2024-04-06	BROADCAST	301-22187	0.2262942284	Bart Winkler Show
2024-04-06	BROADCAST	301-22830	0.2262268375	Barry Sable & Friends
2024-04-06	BROADCAST	301-17357	0.2253609637	Shae Bae
2024-04-06	BROADCAST	301-23106	0.2247523984	Cowboys Crosstalk
2024-04-06	BROADCAST	301-23908	0.2241622101	LIVE 105 Alternative Eras Tour
2024-04-06	BROADCAST	301-22478	0.2240274262	Locals Only on The End
2024-04-06	BROADCAST	301-14757	0.2233228724	Love Songs After Dark
2024-04-06	BROADCAST	301-21508	0.2228164083	Ducks Football Coaches Show
2024-04-06	BROADCAST	301-18529	0.222365082	Thrive Financial Services Retirement Roadmap
2024-04-06	BROADCAST	301-17991	0.2199225857	Moneyline with Peter Newman
2024-04-06	BROADCAST	301-18050	0.2192874482	Giannotto & Jeffrey
2024-04-06	BROADCAST	301-19202	0.2191240684	WCBS Morning News
2024-04-06	BROADCAST	301-21664	0.2186461812	BetQL U: In the Action
2024-04-06	BROADCAST	301-22661	0.2181478698	90s Country with Heather
2024-04-06	BROADCAST	301-22252	0.2169143374	Estate Planning During These Uncertain Times
2024-04-06	BROADCAST	301-21449	0.2157195982	Pennzoil Racing Radio
2024-04-06	BROADCAST	301-18150	0.2156093141	Best of Nikki Stone
2024-04-06	BROADCAST	301-19620	0.2150190884	"Vecenie Distributing “In the Beer Garden"""
2024-04-06	BROADCAST	301-21927	0.214798519	Rickie Ricardo and Rob Charry
2024-04-06	BROADCAST	301-12359	0.2146065416	South Florida Spotlite
2024-04-06	BROADCAST	301-22993	0.2140980047	Todd Herman Show
2024-04-06	BROADCAST	301-18410	0.2140346927	Super Bowl Insider on Westwood One
2024-04-06	BROADCAST	301-22430	0.2139591268	Best of Rick Dayton
2024-04-06	BROADCAST	301-19470	0.2128521836	"CP ""The Fanchise"""
2024-04-06	BROADCAST	301-23002	0.2128195062	Rutgers Football Preview Show
2024-04-06	BROADCAST	301-21995	0.2117370626	Army/Navy Game
2024-04-06	BROADCAST	301-17696	0.2116880461	NFL: Cowboys at Panthers
2024-04-06	BROADCAST	301-14937	0.2116798767	Nancy Plum
2024-04-06	BROADCAST	301-22271	0.2114654293	94WIP Evenings
2024-04-06	BROADCAST	301-24014	0.2113592266	Al Morganti
2024-04-06	BROADCAST	301-14378	0.2111039314	Tory Christopher
2024-04-06	BROADCAST	301-21063	0.2110344911	M.G. Kelly's The Classic Hit List
2024-04-06	BROADCAST	301-12807	0.2108098309	Issues with Steve McIntosh
2024-04-06	BROADCAST	301-22043	0.2101521871	94WIP Tributes
2024-04-06	BROADCAST	301-20481	0.2088021699	CBS-News Weekend Roundup
2024-04-06	BROADCAST	301-18542	0.2087449828	WPHT High School Football Scoreboard Show
2024-04-06	BROADCAST	301-16742	0.2083773509	Jessica The Girl Next Door w DJ Buttafingaz
2024-04-06	BROADCAST	301-19558	0.2078790041	This Week in Texas
2024-04-06	BROADCAST	301-23118	0.2075032004	Meter & The Coach
2024-04-06	BROADCAST	301-22379	0.206939493	Maryland Basketball vs West Virginia
2024-04-06	BROADCAST	301-17864	0.2066862324	Chicago Marathon Broadcast
2024-04-06	BROADCAST	301-20969	0.2066106627	Little Steven’s Underground Garage
2024-04-06	BROADCAST	301-20666	0.2058713023	Mac Robinson
2024-04-06	BROADCAST	301-23071	0.2053525223	ESPN RADIO: Carlin vs. Joe
2024-04-06	BROADCAST	301-18217	0.2050196035	God Is Just a Prayer Away
2024-04-06	BROADCAST	301-21493	0.2044232071	Club 985
2024-04-06	BROADCAST	301-14503	0.2022295909	Sunday Night Slow Jams (KHTP)
2024-04-06	BROADCAST	301-23919	0.2018251775	Accurate Solutions
2024-04-06	BROADCAST	301-21907	0.2015331005	Thanksgiving Day Football: New England Patriots at Minnesota Vikings
2024-04-06	BROADCAST	301-18193	0.2013451905	Best of Ben Shapiro
2024-04-06	BROADCAST	301-21694	0.2011817903	Lourdes En Americano – News – Opinion
2024-04-06	BROADCAST	301-23042	0.1997152653	Carlin vs. Joe
2024-04-06	BROADCAST	301-21268	0.199531438	Hall of Fame Country
2024-04-06	BROADCAST	301-21870	0.1988839555	VCU Rams Basketball
2024-04-06	BROADCAST	301-18620	0.1979791092	Georgetown Basketball
2024-04-06	BROADCAST	301-14594	0.1975991946	The Week in Review
2024-04-06	BROADCAST	301-18220	0.1974296625	Equity One Financial Solutions with Steve Burton
2024-04-06	BROADCAST	301-22703	0.1972683004	Junkies Pickleball Challenge w/Adam Epstein
2024-04-06	BROADCAST	301-16263	0.1972642153	Tech Talk Live
2024-04-06	BROADCAST	301-18565	0.1959835251	NFL on 106.7 The Fan
2024-04-06	BROADCAST	301-18520	0.1952910898	Your Radio Doctor with Dr. Marianne Ritchie
2024-04-06	BROADCAST	301-22162	0.195225727	Nikki Stone
2024-04-06	BROADCAST	301-12753	0.1943167725	Today's Best Mix
2024-04-06	BROADCAST	301-23672	0.1933608322	80's and 90's Saturday Night
2024-04-06	BROADCAST	301-14013	0.1930442267	English Nick
2024-04-06	BROADCAST	301-23926	0.1925968925	Pat Callahan
2024-04-06	BROADCAST	301-13589	0.1925519547	ABC News Perspective
2024-04-06	BROADCAST	301-22790	0.1924865907	Connell McShane
2024-04-06	BROADCAST	301-22640	0.1910404037	Send It In
2024-04-06	BROADCAST	301-22140	0.1909689111	Rethink Your Money
2024-04-06	BROADCAST	301-14012	0.1908708639	Steve Craig
2024-04-06	BROADCAST	301-18154	0.190411267	Purity Products - Timeshare Media
2024-04-06	BROADCAST	301-24114	0.1898985595	97.3 The Fan Weekly Roundtable
2024-04-06	BROADCAST	301-13942	0.1886709136	Big Reid
2024-04-06	BROADCAST	301-21689	0.188078535	Entre Lineas Con Freddie Silva – News – Analysis
2024-04-06	BROADCAST	301-21737	0.1878824367	The Dustin Fealy Show
2024-04-06	BROADCAST	301-22660	0.1874698123	Tori Espurvoa
2024-04-06	BROADCAST	301-12651	0.1872880121	Mike Powers
2024-04-06	BROADCAST	301-14056	0.1861931206	Lia
2024-04-06	BROADCAST	301-21003	0.1858805848	Jack Party Train
2024-04-06	BROADCAST	301-21255	0.1855374074	My Greenville Home
2024-04-06	BROADCAST	301-14028	0.1841177065	SteveO
2024-04-06	BROADCAST	301-20777	0.1838255936	Best Of Cardle & Woolley
2024-04-06	BROADCAST	301-17363	0.1836805584	Tapped Out
2024-04-06	BROADCAST	301-24142	0.1832148103	NCAA Tournament Today
2024-04-06	BROADCAST	301-19966	0.1829247384	Dave Spano
2024-04-06	BROADCAST	301-21344	0.1828634555	98.5 KYGO
2024-04-06	BROADCAST	301-23665	0.1818563699	Erin O' Malley
2024-04-06	BROADCAST	301-17200	0.1816827337	Chewy
2024-04-06	BROADCAST	301-14484	0.1806613403	Scott Shannon
2024-04-06	BROADCAST	301-22664	0.1806388695	Who's Talking to Chris Wallace
2024-04-06	BROADCAST	301-22443	0.1801608548	Kansas City Royals Baseball (On-Air Only)
2024-04-06	BROADCAST	301-14366	0.1798074498	Crash
2024-04-06	BROADCAST	301-23085	0.1791925638	Against The Spread
2024-04-06	BROADCAST	301-20502	0.1784939194	CBS News - America Changed Forever
2024-04-06	BROADCAST	301-18706	0.1783161936	NFL Football on Team 980
2024-04-06	BROADCAST	301-13648	0.1779852552	Christine
2024-04-06	BROADCAST	301-22429	0.1769454499	Best of Paul Zeise
2024-04-06	BROADCAST	301-21432	0.1768024506	K-Frog Next
2024-04-06	BROADCAST	301-14044	0.1762202375	Maureen Cooper
2024-04-06	BROADCAST	301-14906	0.1761977661	Kid Kelly
2024-04-06	BROADCAST	301-21201	0.1760711089	The Lutheran Hour
2024-04-06	BROADCAST	301-18739	0.1750210755	TALK Weekends
2024-04-06	BROADCAST	301-12144	0.1747943163	KISS Music
2024-04-06	BROADCAST	301-13251	0.1741712374	Ask The Doctor
2024-04-06	BROADCAST	301-18441	0.1729863587	Ben Ferguson Show
2024-04-06	BROADCAST	301-17879	0.1720690924	Chicago Marathon Preview Show
2024-04-06	BROADCAST	301-13932	0.1720364058	Fizz
2024-04-06	BROADCAST	301-14852	0.1714909461	At Home In CT
2024-04-06	BROADCAST	301-17439	0.1713397696	Y100 Mornings with Frito & Katy
2024-04-06	BROADCAST	301-22793	0.1713172975	Soundcheck with Aaron Axelsen
2024-04-06	BROADCAST	301-24043	0.1704061494	Mary Diaz
2024-04-06	BROADCAST	301-19567	0.1701017511	Rob Mason
2024-04-06	BROADCAST	301-14851	0.1691579081	Sabbath
2024-04-06	BROADCAST	301-22212	0.168203844	Adam Crowley and Donny Football
2024-04-06	BROADCAST	301-15031	0.167204828	Taste of Country Nights with Evan & Amber
2024-04-06	BROADCAST	301-22037	0.1669964434	Drew Forrester
2024-04-06	BROADCAST	301-18222	0.1669964434	Public Affairs with Kat Simons
2024-04-06	BROADCAST	301-23231	0.166226235	Greater Pittsburgh Tree Service
2024-04-06	BROADCAST	301-12223	0.1661199991	Colorado Today
2024-04-06	BROADCAST	301-15020	0.165976989	DJ Mighty Iris
2024-04-06	BROADCAST	301-19652	0.165964731	Lessons In The Ladder Days
2024-04-06	BROADCAST	301-16844	0.1659443009	Mark In The Morning
2024-04-06	BROADCAST	301-18487	0.1654621515	The Best of The Erick Erickson Show
2024-04-06	BROADCAST	301-21369	0.1652762376	Corky Kell Classic
2024-04-06	BROADCAST	301-17574	0.1652026891	KMJ the DJ
2024-04-06	BROADCAST	301-21222	0.1649207531	Mt. Pleasant Window and Remodeling Reaction Show
2024-04-06	BROADCAST	301-23865	0.164595913	NFL Football on Sports USA
2024-04-06	BROADCAST	301-17154	0.1639564458	Nick Ashooh
2024-04-06	BROADCAST	301-18438	0.1632965454	Sterling on Sunday with Walter Sterling
2024-04-06	BROADCAST	301-23132	0.1632699859	Slow Jamz with R Dub!
2024-04-06	BROADCAST	301-14384	0.162988046	HOT Mix at Six with DJ2DQ
2024-04-06	BROADCAST	301-21872	0.1627878276	Portland Pilots Basketball
2024-04-06	BROADCAST	301-21622	0.1626754599	Players Only
2024-04-06	BROADCAST	301-21199	0.1621095343	United We Move
2024-04-06	BROADCAST	301-23522	0.1620543717	LSU @ Alabama (Compass)
2024-04-06	BROADCAST	301-18564	0.1616988793	Westwood One NCAA Football on 106.7 The Fan
2024-04-06	BROADCAST	301-24002	0.1615027451	College Basketball on Westwood One
2024-04-06	BROADCAST	301-21748	0.1610062794	JR Rogers
2024-04-06	BROADCAST	301-17661	0.1603606671	Atlanta United Countdown to Kickoff
2024-04-06	BROADCAST	301-22724	0.1601502295	Ramirez & Bergamini
2024-04-06	BROADCAST	301-22309	0.1601441003	All Things Vern
2024-04-06	BROADCAST	301-22410	0.1597988185	NIT Basketball
2024-04-06	BROADCAST	301-21723	0.1597252673	Purple and Gold Point After
2024-04-06	BROADCAST	301-14925	0.1595802078	Chris Randolph
2024-04-06	BROADCAST	301-23575	0.1590898647	Jared and CA
2024-04-06	BROADCAST	301-19824	0.1585729596	Team 980 Middays
2024-04-06	BROADCAST	301-19755	0.1582419759	The Fan Early Morning Show
2024-04-06	BROADCAST	301-19809	0.1578783016	2023 NCAA Basketball Tournament
2024-04-06	BROADCAST	301-15059	0.1578558273	American Radio Journal
2024-04-06	BROADCAST	301-12689	0.1572469772	Cole Dunbar
2024-04-06	BROADCAST	301-23960	0.1569078179	The Best Of PirateFest Interviews
2024-04-06	BROADCAST	301-22743	0.1564154226	Retro Pop Reunion with Joe Cortese
2024-04-06	BROADCAST	301-22585	0.1563704736	Chris michaels
2024-04-06	BROADCAST	301-17688	0.15547149	Dopey Millennials
2024-04-06	BROADCAST	301-22642	0.1549607014	America Decides from CBS News
2024-04-06	BROADCAST	301-21474	0.1546828317	Navy Football
2024-04-06	BROADCAST	301-13619	0.1542455943	Top 20 Cleveland Countdown with Morgan
2024-04-06	BROADCAST	301-23215	0.1536878083	NFL Football: Panthers @ Lions
2024-04-06	BROADCAST	301-13194	0.1536387721	Frank Andrews
2024-04-06	BROADCAST	301-12405	0.1534160657	Acoustic Cafe
2024-04-06	BROADCAST	301-20678	0.1533711157	NASCAR
2024-04-06	BROADCAST	301-21194	0.1526846054	John & Tammy
2024-04-06	BROADCAST	301-23888	0.1523188739	On Target with Penny  Wolfgang
2024-04-06	BROADCAST	301-17993	0.1521206838	Hadel Financial Advisors, Inc.
2024-04-06	BROADCAST	301-23962	0.1515261119	Joe Beamer Live from Stadium
2024-04-06	BROADCAST	301-23180	0.1509887475	Ducks Tip-off Tuesdays
2024-04-06	BROADCAST	301-15120	0.1509805747	Friday Night House Party With Trace Dog
2024-04-06	BROADCAST	301-22250	0.1505984931	UMass Basketball
2024-04-06	BROADCAST	301-17708	0.1504452515	Mark Zinno
2024-04-06	BROADCAST	301-23230	0.1499201425	Nu Flo Men's Health
2024-04-06	BROADCAST	301-19495	0.1494338531	Chris Mercadante
2024-04-06	BROADCAST	301-21549	0.1489598214	More Ways to Win with Andrew Fillipponi - Presented by FanDuel
2024-04-06	BROADCAST	301-12129	0.1486124697	Que Sparx
2024-04-06	BROADCAST	301-23134	0.1485225668	Yacht Rock Radio With Captain Adam
2024-04-06	BROADCAST	301-19242	0.1483264147	Yankees Preview Show with John & Suzyn
2024-04-06	BROADCAST	301-23971	0.1475765393	Guy Benson Show Live From New Hampshire
2024-04-06	BROADCAST	301-23684	0.1471597131	BC Hockey
2024-04-06	BROADCAST	301-12473	0.1464077883	Hard Drive
2024-04-06	BROADCAST	301-18133	0.146281105	Coast To Coast Somewhere in Time
2024-04-06	BROADCAST	301-22822	0.146107426	America's Third Watch
2024-04-06	BROADCAST	301-23929	0.145525089	FAT MAN SCOOP
2024-04-06	BROADCAST	301-12669	0.1451511662	The Weekend Throwdown
2024-04-06	BROADCAST	301-17577	0.1443563215	KYMX
2024-04-06	BROADCAST	301-23083	0.1436983747	Coop's Rockin Country Saturday Night
2024-04-06	BROADCAST	301-12238	0.1430792482	Leavenworth Today
2024-04-06	BROADCAST	301-17082	0.1425173323	Rewind with Gary Bryan
2024-04-06	BROADCAST	301-23123	0.1422803054	FOX News Audio Democracy 24 Special Coverage - 2nd Republican Debate
2024-04-06	BROADCAST	301-21806	0.1404882871	Panthers Insider
2024-04-06	BROADCAST	301-21766	0.1401490885	Chris & Ellen
2024-04-06	BROADCAST	301-17937	0.1397506312	SEC Championship: Alabama vs. Georgia (Learfield)
2024-04-06	BROADCAST	301-18155	0.1396505059	Financial Forum w/ Chris Scalese
2024-04-06	BROADCAST	301-18128	0.1395176864	Laurie & Lynn Show
2024-04-06	BROADCAST	301-21159	0.1393296956	Throwback Nation Radio with Tony Lorino
2024-04-06	BROADCAST	301-21270	0.1390068413	WPIAL Tonight, Presented by Par Mar Stores
2024-04-06	BROADCAST	301-22774	0.1386288148	Max Power
2024-04-06	BROADCAST	301-22325	0.1384919076	Westwood One NCAA Selection Sunday 2023
2024-04-06	BROADCAST	301-17892	0.1381240967	Sports With Coleman
2024-04-06	BROADCAST	301-22962	0.1379381475	Casey Kasem's American Top 40: The 80's
2024-04-06	BROADCAST	301-21948	0.1378972796	NFL on Compass Media
2024-04-06	BROADCAST	301-24040	0.1374988161	Jake Vulinec
2024-04-06	BROADCAST	301-12414	0.1372903886	Live From Studio M
2024-04-06	BROADCAST	301-21373	0.1372903886	College Tailgate
2024-04-06	BROADCAST	301-18134	0.1371044383	Sunday Mass
2024-04-06	BROADCAST	301-22165	0.1368469683	The Best of Brian Kilmeade
2024-04-06	BROADCAST	301-23104	0.1367754488	BOOTLEG KEV
2024-04-06	BROADCAST	301-13065	0.1365077611	Kim Komando
2024-04-06	BROADCAST	301-17361	0.136129728	Bayou's Commercial Free Ride
2024-04-06	BROADCAST	301-13224	0.135990775	Retire Right with Alan Becker
2024-04-06	BROADCAST	301-23538	0.1348321474	Georgia @ Tennesse
2024-04-06	BROADCAST	301-17948	0.1344663706	Sunday Morning Football with D.A.
2024-04-06	BROADCAST	301-12650	0.132915385	Ken Carson
2024-04-06	BROADCAST	301-18439	0.1325618643	CBS Sunday Morning with Jane Pauley
2024-04-06	BROADCAST	301-16641	0.1321388643	The Bobby Bones Show
2024-04-06	BROADCAST	301-14756	0.1320019509	Saturday Night Dance Party
2024-04-06	BROADCAST	301-22637	0.1308943788	Best of The Steve Sanchez Show
2024-04-06	BROADCAST	301-22050	0.1307778993	Arcand & Khari
2024-04-06	BROADCAST	301-24030	0.1306062452	Arie Rose
2024-04-06	BROADCAST	301-21402	0.1302261531	The Best of The Kellogg Krew
2024-04-06	BROADCAST	301-13663	0.1302118485	The Pregame Show with Steven Langford
2024-04-06	BROADCAST	301-13138	0.1301893699	The Financial Safari
2024-04-06	BROADCAST	301-20412	0.1300749334	Retirement Highway with  FYRA Capital Management
2024-04-06	BROADCAST	301-21994	0.1300074975	BIG 98.1 Loves Our Kids Radiothon
2024-04-06	BROADCAST	301-22631	0.1296784918	Junkies live from LIV Golf Invitational DC
2024-04-06	BROADCAST	301-22297	0.1288406478	A Generation Lost: A KNX News Town Hall
2024-04-06	BROADCAST	301-17086	0.1286219901	DJ Krisstyle
2024-04-06	BROADCAST	301-14237	0.1282398493	Chase Thompson
2024-04-06	BROADCAST	301-20571	0.1282275881	Nothing Impossible
2024-04-06	BROADCAST	301-12897	0.1277310078	The Good Life
2024-04-06	BROADCAST	301-22392	0.1276063516	Today In Pittsburgh Labor With J-Doc & Krausey
2024-04-06	BROADCAST	301-18533	0.1274306066	Christmas with Sinatra
2024-04-06	BROADCAST	301-21840	0.1273529517	Talking Terps with Coach Willard
2024-04-06	BROADCAST	301-23995	0.1269033702	LSU Lady Tigers Basketball
2024-04-06	BROADCAST	301-22722	0.1264047418	Justin Shackil
2024-04-06	BROADCAST	301-21383	0.1264047418	New England Patriots Football (On-air Only)
2024-04-06	BROADCAST	301-22127	0.1260164645	KRZ Cares About Our Community
2024-04-06	BROADCAST	301-21022	0.1258427611	Saturday Report
2024-04-06	BROADCAST	301-13883	0.1255791402	Studio 94 with Brett Provo
2024-04-06	BROADCAST	301-22522	0.1255239637	Cleveland Browns Radio Network Draft Review Show
2024-04-06	BROADCAST	301-21952	0.1253727391	Chargers @ Patriots
2024-04-06	BROADCAST	301-19900	0.1253666084	BetQL Weekend
2024-04-06	BROADCAST	301-19576	0.1250845944	LockNLoad with Bill Frady
2024-04-06	BROADCAST	301-22315	0.1250825509	KDKA Radio Allegheny Health Network Sports Medicine Game of the Week
2024-04-06	BROADCAST	301-20396	0.1246983571	NBA Draft Show 106.7
2024-04-06	BROADCAST	301-24099	0.1246881391	FOX News Radio Super Tuesday Coverage
2024-04-06	BROADCAST	301-12022	0.1242814648	Morgan
2024-04-06	BROADCAST	301-17844	0.1241670236	Legal Exchange
2024-04-06	BROADCAST	301-22132	0.1238196121	The Matt McMahon Show
2024-04-06	BROADCAST	301-14131	0.1237991761	Roger & JP
2024-04-06	BROADCAST	301-22767	0.1237664785	Hip-Hop Made: The Countdowns
2024-04-06	BROADCAST	301-12413	0.1234701563	Weekend Perspective
2024-04-06	BROADCAST	301-22224	0.123367976	Texans Replay
2024-04-06	BROADCAST	301-20663	0.1232964498	Minority Health Matters
2024-04-06	BROADCAST	301-21690	0.1231329612	Hablando De Frente Con Dania Alexandrino – News – Opinion
2024-04-06	BROADCAST	301-16719	0.1227324133	Carson
2024-04-06	BROADCAST	301-22698	0.1221315894	CBS News Holiday Special
2024-04-06	BROADCAST	301-22628	0.1220151028	Reality in an A.I. World: A KNX News Town Hall
2024-04-06	BROADCAST	301-24064	0.1213958832	Saint Louis Billikens men's basketball
2024-04-06	BROADCAST	301-14363	0.1201819598	Adam Michaels
2024-04-06	BROADCAST	301-23933	0.119654697	CFP National Championship
2024-04-06	BROADCAST	301-22133	0.1193215804	Fitz & Harry
2024-04-06	BROADCAST	301-23667	0.1192991001	49ers @ Eagles
2024-04-06	BROADCAST	301-13576	0.1188474498	The Beat Of CT
2024-04-06	BROADCAST	301-22641	0.1178583104	CBS Evening News with Norah O'Donnell
2024-04-06	BROADCAST	301-23917	0.1169488683	Happy New Year from WBEN News Radio 930!!
2024-04-06	BROADCAST	301-21685	0.1168936885	Battleground Americano Con Jesus Marquez – Politics – Analysis
2024-04-06	BROADCAST	301-23236	0.1166055269	Jonathan Alcantara
2024-04-06	BROADCAST	301-14385	0.116591221	Saturday Night HOT Mix with DJ2DQ
